englishname,chinesename,incontinent,incountry,type,url,alljoburl,joburl,work,Location,PostLevel,ContractualArrangement,ClosingDate,Contractduration,PrimaryLocation,JobPosting,Organization,Schedule,Education,Experience,Skills,WHOCompetencies,LanguageSkills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702351,Economist,Japan-Kobe,P4,Temporary Appointment under Staff Rule 420.4,"Sep 5, 2017, 5:59:00 AM",12 months,Japan-Kobe,"Aug 14, 2017, 11:21:36 AM",HQ/WKC -- WHO Centre for Health Development (Kobe),Full-time,"Essential: Advanced degree in health economics, development economics, economics of ageing, or relevant field;Desirable: Post-graduate degree in economics or relevant field","Essential: At least seven years experience in relevant field, of which five years should be at international level. Experience in studying and analyzing issues related to the economics and ageing. Demonstrated experience in developing and implementing multi-disciplinary research in low and middle income countries;Desirable: Experience working in academic institutions or policy think tank. Experience working in Japan and knowledge of Japanese academic institutions","Sound knowledge of financing policy and systems research related to universal health coverage, and the dynamics surrounding ageing populations;Knowledge of the key global and regional stakeholders and players in the economics of ageing field and financing for UHC;Demonstrated strong academic publication record, as well as experience in developing concise briefs for communication to high-level policy makers;Demonstrated ability to work in multicultural and multidisciplinary settings;Proven ability to form multi-stakeholder partnerships in support;Ability to think creatively and strategically,and to work in a team, collaborate with other experts and colleagues;Excellent interpersonal skills i.e. high level of judgment, responsibility and initiative;Proven presentation skills",Teamwork;Respecting and promoting individual and cultural differences;Communication;Building and promoting partnerships across the organization and beyond;Producing results,Essential: Expert knowledge of English;Desirable: Expert knowledge of French. Intermediate knowledge of Japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702597,Senior Communication Officer,Egypt-Cairo,P5,Fixed-Term Appointment,"Sep 5, 2017, 5:59:00 AM",2 years,Egypt-Cairo,"Aug 14, 2017, 10:56:41 AM",EM/RDO Office of The Regional Director,Full-time,"Essential: Master degree in social sciences, journalism, communications, health communications or related fields. Combination of first level university degree in one of the above areas with Master Degree in another area can be acceptable;Desirable: Postgraduate specialization at the level of PhD in any of the above",Essential: At least ten years' of relevant experience at the national and international levels. Experience in dealing with public information in health programmes and with focus on health communication and advocacy and in the development of materials for mass media and policy makers;Desirable: Experience in WHO or another UN Organization highly desirable; experience working on global public health issues and working in a developing or emerging economy,"Excellent communications and interpersonal skills; ability to communicate with respect, tact and diplomacy;Strong leadership, coordination and networking skills;Solid writing and editing skills for multiple products such as speeches, media products, and information materials;Ability to serve as a spokesperson for the Organization exercising political diplomacy and judgment;Demonstrated ability to work with the media to communicate health messages on a tight deadline;Proven ability to manage competing priorities and responsibilities;Excellent organizational and strong problem solving skills;Excellent facilitation, presentation and negotiation skills;Ability to work with and manage interdisciplinary and multicultural teams;Knowledge of modern corporate communications theory and practice;Sound capacity building skills;Ability to establish, nurture, lead and care for teams;Good knowledge of fund raising and ability to leverage existing resources well;Proficiency in MS Office",Communicating in a credible and effective way;Producing results;Creating an empowering and motivating environment;Building and promoting partnerships across the organization and beyond;Driving the Organization's Position in Health Leadership,Essential: Expert knowledge of English. Expert knowledge of Arabic;Desirable: Intermediate knowledge of French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702591,Assistant (Finance) - 2 positions,Philippines-Manila,G5,Fixed-Term Appointment,"Aug 29, 2017, 5:59:00 AM",Two Years,Philippines-Manila,"Aug 14, 2017, 10:51:24 AM","WP/DAF Director, Administration and Finance",Full-time,"Essential: Completed secondary education with training in business administration or commerce and /or accounting, financial management and budget;Desirable: University degree in business administration or commerce with specialization in accounting/budget or financial management. Professional qualification or licensure in accountancy, such as Certified Public Accountant is preferred","Essential: More than five years of accounting, budget or financial management experience, preferably in a large international organization;Desirable: Accounting/finance experience from other United Nations agencies or international organization is desirable. Supervisory experience is an advantage","Thorough knowledge of accounting principle, controls and procedures and in depth knowledge of WHO financial rules and regulations, administrative rules and procedures and eManual provisions. Strong analytical and communication skills and ability to work harmoniously as a member of a team. Good computer skills and ability to adapt to various soft ware applications. Ability to adapt a work environment with diverse educational and cultural backgrounds and maintain a high standard of personal conduct",Teamwork;Respecting and promoting individual and cultural differences;Communication;Producing results;Knowing and managing yourself,Essential: Excellent knowledge written and spoken of English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702533,Chief,Switzerland-Geneva,P6,Fixed-Term Appointment,"Sep 5, 2017, 5:59:00 AM",24 months,Switzerland-Geneva,"Aug 14, 2017, 10:28:53 AM",HQ/HIM Health Emergency Information & Risk Assessment,Full-time,"Essential: Advanced degree in public health, complemented by specialization in epidemiology;Desirable: PhD in public health or epidemiology and/or specialization in event based surveillance or epidemic intelligence","Essential: At least ten years of experience in communicable disease prevention and control applied epidemiology and/or public health, event-based surveillance, complemented by field and/or managerial experience at the national and international levels;Desirable: Experience in project management with focus building, coordinating and organizing epidemic intelligence related activities; knowledge of WHO policies and processes in the field of epidemiological surveillance.In-service training in field epidemiology such as Field Epidemiology (and Laboratory) Training Programmes (FELTP), the European Program for Intervention Epidemiology Training (EPIET), the CDC Epidemic Intelligence Service programme, or equivalent","Four competencies are considered to be mandatory for all WHO staff with managerial responsibilities: “Teamwork”, “Respecting and promoting individual and cultural differences”, “Communication” and “Creating an empowering and motivating environment”;Strong leadership, managerial, organizational and analytical skills combined with demonstrated capacity to multi-task and produce results under pressure within short deadlines;Proven project management abilities with focus on taking strategic decisions and achieving rigorous responses in outbreaks and emergency situations;Excellent interpersonal skills with proven ability to communicate and write in a clear and concise manner;Respecting and promoting individual and culture differences;Diplomacy, tact and courtesy",Building and promoting partnerships across the organization and beyond;Creating an empowering and motivating environment;Promoting innovation and organizational learning;Ensuring the effective use of resources;Teamwork,Essential: Expert knowledge of English;Desirable: Intermediate knowledge of French. Intermediate knowledge of Other WHO Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702450,WHO Health Emergencies Programme - Country Team Leader,Cambodia-Phnom Penh,P5,Fixed-Term Appointment,"Sep 5, 2017, 5:59:00 AM",2 years,Cambodia-Phnom Penh,"Aug 14, 2017, 10:07:02 AM",WP_KHM Cambodia,Full-time,"Essential: Master's level university degree in health-related field, medicine or public health from an accredited/recognized institution;Desirable: Specialized training in epidemiology, communicable diseases, health, outbreak and/or emergency management","Essential: Minimum of ten years of related experience, at national and international level, in multi-sectoral coordination, strengthening country capacities and responding to emergencies and disasters, including infectious disease outbreaks, natural disasters or complex emergencies. Experience in coordinating operational activities in preparedness and response with a range of actors;Desirable: Relevant work experience in WHO and/or other UN agencies. Field experience in public health programmes or outbreak and emergency surveillance and response programmes in developing countries","Demonstrated knowledge of the rapid response operations and their implementation in emergencies as related to public health, complemented by demonstrated ability to identify and manage difficult situations, to lead and direct multidisciplinary and multinational staff;Excellent skills in the assessment, monitoring, analysis and evaluation of emergency situations, with the ability to conceptualize and implement innovative strategies and advocate their implementation;Authoritative and comprehensive knowledge of the theory, principles, methods and techniques in international emergency IMS;Strong strategic thinking, with the ability to quickly comprehend strategic and tactical objectives and to formulate comprehensive plans to address challenges/risks;Strong operational competencies in managing and coordinating humanitarian programme cycle, including efficient human and financial resource management. ?Ability to work harmoniously as a member of a team, adapt to diverse educational backgrounds and maintain a high standard of personal conduct",Teamwork;Respecting and promoting individual and cultural differences;Communication;Driving the Organization to a Successful Future;Building and promoting partnerships across the organization and beyond;Creating an empowering and motivating environment,Essential: Expert knowledge of written and spoken English;Desirable: Intermediate knowledge of other UN Language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702589,Administrative Assistant (WR/Sec),Philippines-Manila,G6,Fixed-Term Appointment,"Sep 5, 2017, 5:59:00 AM",2 years,Philippines-Manila,"Aug 14, 2017, 9:55:49 AM",WP_PHL Philippines,Full-time,Essential: Equivalent to graduation from secondary school with thorough training in secretarial/administrative duties,Essential: At least six years of progressive experience in secretarial/administrative work;Desirable: Experience in WHO or in another international organization,"Thorough knowledge of office procedures and ability to acquire knowledge of WHO procedures, rules and regulations. Typing and stenographic skills at required speed. Ability to discern routine from non-routine. Ability to draft correspondence, summary of meetings and notes for the record. Skills in the use of computer and other applications. Ability to work harmoniously as a member of a team, adapt to diverse cultural and educational backgrounds and maintain high standards of conduct",Producing results;Communication;Creating an empowering and motivating environment;Moving forward in a changing environment;Respecting and promoting individual and cultural differences,Essential: Expert knowledge of English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702242,MW eSkill test 19 July,Switzerland-Geneva,P1,Fixed-Term Appointment,"Aug 14, 2017, 3:35:05 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702137,Technical Officer (Laboratory),Viet Nam-Hanoi,P3,Fixed-Term Appointment,"Sep 5, 2017, 5:59:00 AM",1 year,Viet Nam-Hanoi,"Aug 14, 2017, 8:30:34 AM",WP_VNM Viet Nam,Full-time,"Essential: First university degree in molecular biology, virology, bacteriology, infectious diseases, and/or epidemiology from a recognized university;Desirable: Postgraduate degree in molecular biology, virology bacteriology, infectious diseases, and/or epidemiology. Additional training in biosafety standards",Essential: Minimum of five years of experience working in laboratory diagnostics or related epidemiological analysis at public health or clinical laboratories in national and international level;Desirable: Experience in developing country setting in the area of surveillance and response to emerging and/or re-emerging diseases. Experience working with Ministry of Health to strengthen public health laboratories. Experience in working in Asia is an asset,"Sound knowledge of standards, methodology and techniques in health laboratories, including those in molecular biology, virology, bacteriology and biosafety;Knowledge in communicable disease prevention and control, including the concept and principles of surveillance, risk assessment, rapid response and preparedness;Ability to communicate effectively to facilitate positive changes and strategic partnerships with government officials, UN agencies, development partners, private sectors, nongovernmental organizations;Experiences in operational planning, capacity building, monitoring and evaluation;Demonstrated success in developing reports and scientific publications;Ability to establish harmonious working relationships as part of a team and with other teams within the Organization;Ability to adapt to diverse educational and cultural backgrounds and maintain a high standard of personal conduct",Teamwork;Respecting and promoting individual and cultural differences;Communication;Knowing and managing yourself;Producing results,Essential: Expert knowledge of written and spoken English;Desirable: Intermediate knowledge of other UN languages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702388,NPO (Programmes),India-New Delhi,NO-A,Fixed-Term Appointment,"Sep 5, 2017, 5:59:00 AM",Two years,India-New Delhi,"Aug 14, 2017, 6:58:13 AM","SE_IND WR Office, India",Full-time,"Essential: University Degree from a recognized university;Desirable: University degree, preferably in Business/Public administration or related field","Essential: At least two years of experience in administration programme management and financial management;Desirable: Experience in planning, management and monitoring of public health programme at national/state level","The incumbent should identify with the core values of the World Health Organization.Thorough knowledge and understanding of WHO's administrative and financial rules and procedures, good administrative knowledge of the functioning of government departments/ministries; demonstrated ability to work in harmony with national/international staff and maintaining poise in difficult situations; excellent writing, communication, organizational and supervisory skills including ability to take initiative; ability to draft reports and other documents in a precise and concise manner.Leadership skills with demonstrated ability to work effectively with government and colleagues in a team setting at national and international levels, to share information and data and make oral and written presentations on technical issues. Very good ability to build and maintain relations and network with national authorities and other stakeholders across relevant sectors. Understanding of the potential motivating factors within national context and ability to adjust to new approaches in an increasingly complex environment.Modern management skills (performance measurement, team management, planning and evaluation, etc.). Capacity to prepare terms of reference and to prepare and monitor and manage the implementation of contractual agreements. Capacity to convey information and options in a structured and credible way; ability to speak and write clearly. Proficiency in computer applications and ability to draft reports. Knowledge of WHO /UN agencies programmes and practices will be an advantage;Other IT skills:  Excellent knolwedge of computer applications; ability to make oral and written presentations; and ability to write detailed, coherent, and concise briefing documents",Communication;Producing results;Ensuring the effective use of resources;Teamwork;Building and promoting partnerships across the organization and beyond,Essential: Expert knowledge of English. Intermediate knowledge of Hindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702493,Medical Officer,Switzerland-Geneva,P4,Fixed-Term Appointment,"Sep 2, 2017, 5:59:00 AM",1 year,Switzerland-Geneva,"Aug 11, 2017, 12:01:11 PM",HQ/IHM Infectious Hazard Management,Full-time,"Essential: Advanced university degree in medicine, complemented by university degree in public health or epidemiology;Desirable: Training in communicable disease control or disaster management","Essential: At least 7 years of experience in work related to public health particularly in Quality Assurance, Quality Control, regulatory issues and vaccine production. Experience in issues related to vaccine production and stockpile governance. Experience in dealing with private sector (e.g. pharmaceutical companies).Previous experience in working with UN Agencies;Desirable: Experience of working in related areas with WHO","Extensive knowledge and skills in applied epidemiology and public health, particularly in the field of infectious diseases;Good understanding of stockpile governance and supply;Good understanding on quality assurance, quality control and regulatory issues;Good knowledge of principal stakeholders (NGOs and pharmaceutical companies);Good understanding of stockpiles governance mechanism, procedures of WHO. Skills in facilitation of processes involving multiple partners;Strong analytical skills;Excellent interpersonal skills",Producing results;Moving forward in a changing environment;Building and promoting partnerships across the organization and beyond;Setting an example;Knowing and managing yourself,Essential: Expert knowledge of English;Desirable: Intermediate knowledge of French. Intermediate knowledge of WHO language,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702498,Assistant (Travel),Myanmar-Yangon,G4,Fixed-Term Appointment,"Sep 1, 2017, 5:59:00 AM",24 months,Myanmar-Yangon,"Aug 11, 2017, 7:02:45 AM","SE_MMR WR Office, Myanmar",Full-time,Essential: Completion of secondary education;Desirable: Secretarial training.Training in travel and ticketing,"Essential: At least three (3) years' experience in secretarial/clerical/administrative work.Some experience in handling travel,and ticketing. Experience in international Organization is an advantage","Thorough knowledge of modern office practices and operations. The incumbent keeps abreast of changes in procedures and practices, rules and regulations, organizational structure, in the team, and in WHO. Ability to draft routine correspondence. Ability to handle work in a timely and accurate manner with tact and discretion, as required. Ability to maintain and update knowledge in the use of office technology through in-house courses, on-the-job training and through self-training;Other IT skills: Proficiency in the use of modern office software packages as MS Office (Word, Excel, PowerPoint, Outlook, etc.) and standard office equipment. Good working knowledge of GSM (or other Oracle-based ERP systems) is desirable",Teamwork;Respecting and promoting individual and cultural differences;Communication;Producing results,Essential: Expert knowledge of English. Expert knowledge of Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WHO,世界卫生组织,欧洲,瑞士,卫生,http://www.who.int/en/,https://tl-ex.vcdp.who.int/careersection/ex/jobsearch.ftl#,https://tl-ex.vcdp.who.int/careersection/ex/jobdetail.ftl?job=1702549,Finance Specialist,"United States-Washington, D.C.",P2,Fixed-Term Appointment,"Sep 1, 2017, 5:59:00 AM","Two years, first year probationary period.","United States-Washington, D.C.","Aug 10, 2017, 7:51:03 PM",Financial Resources Management,Full-time,"Essential: A bachelor’s degree in accounting, finance, or business administration, with an emphasis on accounting theory and applications from a recognized university;Desirable:  A master’s degree in accounting, finance or business administration or a professional certification such as Certified Public Accountant or Chartered Accountant would be an asset",Essential:  Five years of combined national and international experience in financial systems and/or accounting in the private or public sector;Desirable: Experience working with International Public Sector Accounting Standards (IPSAS) and/or Workday Financial Data Modules would be an asset,"Very good knowledge of English or Spanish with a working knowledge of the other language.  Knowledge of French and/or Portuguese would be an asset;Knowledge of current best practices in computerized financial systems, with specific emphasis on internal control environment, oversight practices, and the development of policies and procedures;Ability to apply accounting theory and principles to financial operations and to establish controls to ensure the correct application of the accounting theory and principles;Ability to establish and maintain collaborative relationships within and outside traditional financial fora and within a multi-cultural environment;Expertise in developing and disseminating knowledge to different audiences and customers throughout the Organization. Ability to prepare training materials and deliver group briefings and seminars;Strong professional oral and writing skills, including the development of reports, oral presentations, and technical/persuasive documents for consideration at the highest levels of the Organization","Intrainstitutional Action: Operates in a fair, consistent and equitable manner, and displays such behavior by example. Ensures that the mission and the values of the Organization as well as the setting in which projects will be carried out are the drivers in one's technical work. Understands the results required and performs to that standard.  Behaves consistently in accordance with the Code of Ethics of the Organization;Communication: Actively engages in conversation with the key players in a multicultural environment both within and outside the organization. Develops a network of appropriate contacts inside and outside PAHO to gain information or to build an alliance. Takes into consideration the multicultural differences within the organization;Analysis, Synthesis, and Forecasting: Takes or organizes individual and collective action after analyzing situations on the basis of the available evidence and knowledge. Continuously analyzes the evolution of situations in an area of work and makes suggestions to adjust or confirm the decisions necessary to implement required actions. Is capable of anticipating the implications of an analyzed situation between six months to one year ahead;Accountability: Accurately and objectively provides information, as required, on one’s activities. Prepares accurate and objective reports on one’s activities and partial/final results. Can account for each of the specific tasks of one’s work;Service Orientation: Corrects the client's problems promptly and without confrontation. Is helpful when client (internal or external clients) is going through a critical period;Information Management: Verifies that relevant information is obtained, processed, selected, and disseminated in area of work. Acquires the training to utilize technologies for processing information relative to the area of work in a logical and organized manner, which facilitates the dissemination of information, resulting in information that is consistent, valid and accurate. Keeps abreast of latest technologies for processing the information relevant to the area of work, and weighs its advantages/disadvantages;Continuous Learning: Takes concrete steps on one's own initiative to keep up-to-date on the most recent trends in knowledge in the area of work. The knowledge and achieved experience is shared with others. Is aware of other industries' or organization's best practices and applies them",Very good knowledge of English or Spanish with a working knowledge of the other language.  Knowledge of French and/or Portuguese would be an asset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
